"start","tracker_item_id","change_date","field_name","old_value","new_value"
"===",2856,"2014-10-15 10:36:51.711617+00","reviewingworkgroup67","FHIR Tooling/Pubs","FHIR Tooling/Pubs"
"===",2856,"2014-10-15 10:36:51.711617+00","resources","Profile","Profile"
"===",2864,"2014-01-24 03:17:21.728055+00","_created_","","Make it clear that the Narrative for grouping constructs shouldn't include the narrative for the things grouped"
"===",2864,"2014-04-28 15:06:06.506178+00","Waiting For","Assignee(s)","None"
"===",2864,"2014-04-28 15:06:06.506178+00","reviewingworkgroups","None","ITS,Modeling &amp; Methodology"
"===",2864,"2014-04-28 15:29:22.499543+00","status","Submitted","Reviewed"
"===",2864,"2014-04-28 15:29:22.499543+00","reviewingworkgroups","ITS,Modeling &amp; Methodology","ITS,Modeling &amp; Methodology"
"===",2864,"2014-05-05 07:54:40.579062+00","reviewingworkgroup68","ITS,Modeling &amp; Methodology","ITS,Modeling &amp; Methodology"
"===",2864,"2014-05-05 07:54:40.579062+00","htmlpage","None","documents"
"===",2864,"2014-05-08 17:35:21.314062+00","reviewingworkgroup68","ITS,Modeling &amp; Methodology","FHIR Core Team"
"===",2864,"2014-05-08 17:35:21.314062+00","htmlpage","documents","documents"
"===",2864,"2014-10-22 19:29:33.31248+00","reviewingworkgroup67","FHIR Core Team","FHIR Core Team"
"===",2864,"2014-10-22 19:29:33.31248+00","htmlpage","documents","documents"
"===",2865,"2014-01-24 03:18:01.111414+00","_created_","","Clarify the functionality of GET [base]/[compartment]/[id]/?"
"===",2865,"2014-01-24 03:20:14.321375+00","Waiting For","Assignee(s)","None"
"===",2865,"2014-04-28 15:07:53.064009+00","sectionnumber","","1.12.2.0.2"
"===",2865,"2014-04-28 15:07:53.064009+00","pagenamefromurl","","extras.html"
"===",2865,"2014-04-28 15:07:53.064009+00","reviewingworkgroups","None","ITS"
"===",2865,"2014-04-28 15:29:22.499543+00","status","Submitted","Reviewed"
"===",2865,"2014-04-28 15:29:22.499543+00","reviewingworkgroups","ITS","ITS"
"===",2865,"2014-05-05 07:32:06.114912+00","reviewingworkgroup68","ITS","ITS"
"===",2865,"2014-05-05 07:32:06.114912+00","htmlpage19","None","extras"
"===",2865,"2014-09-19 17:29:31.528723+00","status","Triaged","Waiting for Input"
"===",2865,"2014-09-19 17:29:31.528723+00","reviewingworkgroup68","ITS","ITS"
"===",2865,"2014-09-19 17:29:31.528723+00","htmlpage","extras","extras"
"===",2865,"2014-12-03 03:45:00.074149+00","backwardcompatible45","None","No"
"===",2865,"2014-12-03 03:45:00.074149+00","preapplied","None","Yes"
"===",2865,"2015-01-12 04:21:42.248446+00","forwgmreviewby62","None","ITS"
"===",2865,"2015-01-30 21:25:09.756918+00","status","Waiting for Input","Triaged"
"===",2866,"2014-01-24 16:17:52.206726+00","_created_","","Media.length should be ""duration"""
"===",2866,"2014-04-28 15:26:10.867217+00","Waiting For","Assignee(s)","None"
"===",2866,"2014-04-28 15:26:10.867217+00","pagenamefromurl","","media.html"
"===",2866,"2014-04-28 15:26:10.867217+00","resourcename78","","Media"
"===",2866,"2014-04-28 15:26:10.867217+00","reviewingworkgroups","None","FHIR Core Team"
"===",2866,"2014-04-28 15:29:22.499543+00","status","Submitted","Reviewed"
"===",2866,"2014-04-28 15:29:22.499543+00","reviewingworkgroups","FHIR Core Team","FHIR Core Team"
"===",2866,"2014-05-05 05:27:54.552376+00","resources16","None","Media"
"===",2866,"2014-05-05 05:27:54.552376+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",2866,"2014-05-09 18:24:40.270514+00","status","Triaged","Approved"
"===",2866,"2014-05-09 18:24:40.270514+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",2866,"2014-05-09 18:24:40.270514+00","resources","Media","Media"
"===",2866,"2014-10-14 23:26:53.31326+00","close_date","","2014-10-15 10:26:53"
"===",2866,"2014-10-14 23:26:53.31326+00","status","Approved","Applied"
"===",2866,"2014-10-14 23:26:53.31326+00","reviewingworkgroup67","FHIR Core Team","FHIR Core Team"
"===",2866,"2014-10-14 23:26:53.31326+00","status_id","1","0"
"===",2866,"2014-10-14 23:26:53.31326+00","resources","Media","Media"
"===",2866,"2014-10-15 10:29:05.839488+00","backwardcompatible45","None","No"
"===",2866,"2014-10-15 10:29:05.839488+00","reviewingworkgroup67","FHIR Core Team","FHIR Core Team"
"===",2866,"2014-10-15 10:29:05.839488+00","resources","Media","Media"
"===",2874,"2014-01-27 21:04:08.593015+00","_created_","","Bad link in XML example for Attachment"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Grahame Grieve"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Joshua Mandel"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Lloyd McKenzie"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Hugh Glover"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Ewout Kramer"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Duane Bender"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Claude Nanjo"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Bo Dagnall"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Patrick Loyd"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Jane Curry"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Helen  Drijfhout"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Joginder Madra"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Line Saele"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Alexander Henket"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Richard Kavanagh"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Paul Knapp"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Lorraine Constable"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Brian  Pech"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","David Hay"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","John Moehrke"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Jonathan Whitby"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Richard Ettema"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Dale Nelson"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Dave Shaver"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Craig Parker"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Rik Smithies"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Greg Rehwoldt"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Wendy Huang"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Wendy Huang"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Robert Hausam"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Michael Ekaireb"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Michael van der Zel"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Brian Postlethwaite"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Woody Beeler"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Jean-Henri Duteau"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Andy Stechishin"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Lynn Laakso"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Prashant Trivedi"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","None","Chris Straight"
"===",2874,"2014-01-29 17:46:46.296005+00","assignee","Nobody ","Removed"
"===",2874,"2014-01-29 17:46:46.296005+00","status","Submitted","Reviewed"
"===",2874,"2014-01-29 17:46:46.296005+00","reviewingworkgroups","None","FHIR Core Team"
"===",2874,"2014-01-29 17:46:46.296005+00","targetrelease","2.0.6","DSTURelease1"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Duane Bender","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Joshua Mandel","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Brian Postlethwaite","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Michael Ekaireb","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Richard Ettema","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Grahame Grieve"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Joshua Mandel"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Hugh Glover"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Ewout Kramer"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Jane Curry"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Duane Bender"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Claude Nanjo"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Lloyd McKenzie"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Bo Dagnall"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Helen  Drijfhout"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Greg Rehwoldt","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Patrick Loyd"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Joginder Madra"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Line Saele"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Richard Kavanagh"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Alexander Henket"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Paul Knapp"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Lorraine Constable"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","David Hay"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Brian  Pech"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","John Moehrke"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Jonathan Whitby"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Richard Ettema"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Dale Nelson"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Dave Shaver"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Craig Parker"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Rik Smithies"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Greg Rehwoldt"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Wendy Huang"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Wendy Huang"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Nobody "
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Robert Hausam"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Lloyd McKenzie","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Michael Ekaireb"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Woody Beeler","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Craig Parker","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Dale Nelson","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Michael van der Zel"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Grahame Grieve","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Hugh Glover","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Jane Curry","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Patrick Loyd","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Richard Kavanagh","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Robert Hausam","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Wendy Huang","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Helen  Drijfhout","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Alexander Henket","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Andy Stechishin","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Joginder Madra","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Lynn Laakso","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Jean-Henri Duteau","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Dave Shaver","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Michael van der Zel","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Rik Smithies","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","John Moehrke","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Lorraine Constable","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Wendy Huang","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Ewout Kramer","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","David Hay","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Paul Knapp","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Brian  Pech","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Bo Dagnall","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Line Saele","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Claude Nanjo","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Prashant Trivedi","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Jonathan Whitby","Removed"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Brian Postlethwaite"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Woody Beeler"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Jean-Henri Duteau"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Andy Stechishin"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Lynn Laakso"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Chris Straight"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","None","Prashant Trivedi"
"===",2874,"2014-01-29 17:47:34.413181+00","status","Reviewed","Approved"
"===",2874,"2014-01-29 17:47:34.413181+00","reviewingworkgroups","FHIR Core Team","FHIR Core Team"
"===",2874,"2014-01-29 17:47:34.413181+00","assignee","Chris Straight","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Lloyd McKenzie","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Woody Beeler","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","None","Nobody "
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Craig Parker","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Dale Nelson","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Grahame Grieve","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Hugh Glover","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Jane Curry","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Patrick Loyd","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Richard Kavanagh","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Robert Hausam","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Wendy Huang","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Helen  Drijfhout","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Alexander Henket","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Andy Stechishin","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Joginder Madra","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Lynn Laakso","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Jean-Henri Duteau","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Dave Shaver","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Michael van der Zel","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Rik Smithies","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","John Moehrke","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Lorraine Constable","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Wendy Huang","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Ewout Kramer","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","David Hay","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Paul Knapp","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Brian  Pech","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Bo Dagnall","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Line Saele","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Claude Nanjo","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Prashant Trivedi","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Jonathan Whitby","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Chris Straight","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Greg Rehwoldt","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Duane Bender","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Joshua Mandel","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Brian Postlethwaite","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Richard Ettema","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","Michael Ekaireb","Removed"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","None","Grahame Grieve"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","None","Joshua Mandel"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","None","Lloyd McKenzie"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","None","Hugh Glover"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","None","Ewout Kramer"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","None","Jane Curry"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","None","Duane Bender"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","None","Claude Nanjo"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","None","Bo Dagnall"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","None","Helen  Drijfhout"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","None","Patrick Loyd"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","None","Joginder Madra"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","None","Line Saele"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","None","Richard Kavanagh"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","None","Alexander Henket"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","None","Paul Knapp"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","None","Lorraine Constable"
"===",2874,"2014-01-29 17:47:58.548097+00","assignee","None","David Hay"
