"start","tracker_item_id","comment_date","comment","submitted_by"
"===",3019,"2015-02-02 20:09:57.368173+00","<p>
There is undesired overlap and dependency between Encounter.status and Appointment.status.</p>

<p>
If have an Appointment where status=<em>booked </em>or <em>pending </em>then the encounter has not started so presumably does not yet exist as any record.</p>

<p>
If Encounter.status=<em>planned </em>then Encounter.Fulfills.status in { <em>arrived | fulfilled | cancelled | noshow </em>} is not valid.</p>

<p>
Until Appointment.status=<em>arrived </em>would any EHR actually create an encounter associated with a future appointment with status=<em>planned </em>? Does this meet the 80% rule?</p>

<p>
When Appointment.status=<em>cancelled  | </em><em>noshow</em> would an encounter that never occurred be recorded ??</p>
",2976
"===",3019,"2015-02-02 20:12:12.789435+00","<p>
It's very common for Encounter to exist before the appointment is deemed fulfilled.  If the hospital is doing ""billable"" things - prepping the room, doing pre-admit work, etc., that'll be tracked as an actve encounter well before the patient is supposed to actually show up for surgery.</p>
",105
"===",3019,"2015-02-02 20:35:11.890787+00","<p>
For each value of Appointment.status there is an implied subset of Encounter.status codes that makes sense. Other combinations may not be valid. The workflow and possible combinations are not clearly documented.</p>

<p>
Appointment.status= pending | booked | arrived | fulfilled | cancelled | noshow<br />
Encounter.status= planned | arrived | in progress | onleave | finished | cancelled</p>

<p>
Appointment.status        Encounter.status</p>

<p>
         pending                 planned | onleave<br />
         booked                  planned<br />
         arrived                   arrived | in progress<br />
         fulfilled                   arrived | in progress | finished | onleave | cancelled<br />
         cancelled               cancelled<br />
         noshow                  cancelled</p>

<p>
From Encounter documentation: ""Once this [Appointment] process is completed and the appointment is about to start, then the appointment will be marked as fulfilled, and linked to the newly created encounter"".</p>
",2976
"===",3019,"2015-02-03 00:05:08.550519+00","<p>
If you'd like to propose documenting recommended relationships, I'd add this as a separate proposal (this one's already been rejected).  That said, keep in mind that the encounters and appointments are separate objects that may be maintained by separate systems.  Clear alignment won't always exist, so all we can suggest is ""intention"".</p>

<p>
That said, a few comments on your proposed linkage:</p>

<p>
I' don't think ""pending"" could correspond to ""onleave"".  onleave implies that the encounter has initiated.  Also, there might not be an encounter at all for significant periods within the appointment's lifecycle.</p>
",105
"===",3020,"2014-10-15 03:39:48.670409+00","<p>
fixed svn revision 3037</p>
",150
"===",3023,"2014-10-07 18:30:47.845327+00","No vote, moving to Triaged",414
"===",3023,"2014-10-08 04:10:14.294978+00","<p>
No vote required for typos that are confirmed as typos during triage (as per FMG policy).  If ITS prefers to vote all items, I can make an exception when triaging your items.  You can move it back to approved if you wish.</p>
",105
"===",3023,"2014-10-15 21:11:59.373789+00","<p>
Already done for a different task</p>
",150
"===",3024,"2014-10-14 22:55:25.136431+00","<p>
svn revision 3026 (mostly already done, various clean ups related to getting this consistent). One specific note: use general FHIR version history for access older releases</p>
",150
"===",3025,"2014-10-02 11:54:33.375847+00","<p>
Discussion on the implementers skype channel - no, just return a 204. What else is there to say? - see <a href=""https://chats.fhir.me/feeds/skype/implementers.html#2014-09-15"">https://chats.fhir.me/feeds/skype/implementers.html#2014-09-15</a> 18:06:54Z</p>
",150
"===",3025,"2014-10-02 11:54:38.726894+00","<p>
Discussion on the implementers skype channel - no, just return a 204. What else is there to say? - see <a href=""https://chats.fhir.me/feeds/skype/implementers.html#2014-09-15"">https://chats.fhir.me/feeds/skype/implementers.html#2014-09-15</a> 18:06:54Z</p>
",150
"===",3025,"2014-10-02 18:48:31.608793+00","<p>
I can think of a varity of things a server *could* say.  E.g. ""Delete was partially successful.""  ""Reversal of delete only possible in the next 48 hours."", etc.  I.e. a variety of warning messages could come back.  </p>
",105
"===",3025,"2014-10-02 21:26:39.651447+00","<p>
All of those are really weird edge cases that don't justify returning a 204 with a body, or something else that's not a 204. </p>
",150
"===",3025,"2014-12-03 00:52:52.66277+00","<p>
Returning a 204 with no outcome.</p>

<p>
Nov 18, 2014 - Approve DN/BP 4/0/0</p>
",414
"===",3025,"2015-01-12 04:42:43.297859+00","<p>
this needs to be revisited in the light of other changes. There is a requirement to return a meta with a 200. I think the way this should be done is:</p>

<p>
- if the client submits a delete with no body - server returns a 204 with no body</p>

<p>
- if the client submits a delete with a meta for the body - the server returns a 200 ok with an updated meta</p>

<p>
This is an odd corner case, but there are reasons to want to get the updated meta. on ther other hand, we could just say that if you really want it, then you just get it using a _meta operation</p>
",150
"===",3025,"2015-01-13 09:19:51.457027+00","<p>
Lots of discussion about this on internet forums. However, as I have stated there are problems with support for DELETE with bodies. I know of problems in .NET WebApi2, and apparently this is true for some android support libraries too. Please don't do it.</p>
",2529
"===",3025,"2015-01-19 22:39:37.848713+00","<p>When deleting:</p>

<p>401 - if not authorized</p>

<p>200 - this action deleted and optionally with OperationOutcome in body</p>

<p>204 - this action deleted and no body</p>

<p>404 - resource doesn't exist now or ever</p>

<p>409 - conflict (couldn't delete) may contain a body OperationOutcome</p>

<p>410 - existed before but already gone</p>

<p>(Idempotent does not apply to return code)</p>

<p>What happens to data (meta) in sent in the body on a Delete is undefined, perhaps you'd like to perform an Update on meta. Delete removes the content at the endpoint.</p>
",3074
"===",3025,"2015-03-14 22:02:11.751636+00","<p>
svn revision 4529</p>
",150
"===",3026,"2014-10-15 03:42:15.717744+00","<p>
fixed svn revision 3038</p>
",150
"===",3029,"2014-10-15 03:51:54.307043+00","<p>
fixed svn revision #3039 (not fixed in v3 code systems) (nor did I fix contractions - there's a lot, and I didn't think it would be better.</p>
",150
"===",3030,"2014-03-05 23:25:13.564587+00","<p>
Change [namespace] to [system] when describing the quantity parameter type too</p>
",105
"===",3030,"2014-10-15 21:20:53.316603+00","<p>
svn revision 3077</p>
",150
"===",3031,"2014-10-01 23:08:27.939312+00","This item requires MnM approval of changing the content, changed the responsible WG.",414
"===",3031,"2014-10-02 03:18:38.225877+00","<p>
Not methodology (design of resources/profiles)</p>
",105
"===",3031,"2014-10-02 22:54:44.716097+00","<p>
not allowed. If you want smarts like that, use _filter</p>
",150
"===",3031,"2014-12-03 00:47:13.802515+00","<p>
Modifier Combinations of parameters are not allowed. If needed, use _filter instead.</p>

<p>
Nov 18, 2014 - Approve DN/JA 4/0/0</p>
",414
"===",3032,"2014-09-18 15:31:09.585362+00","<p>
18-Sept: Composite parameters are too complex. Decision: remove composite parameters, and document the new _filter search operation. Review after testing at the next connectathon Grahame/David 10-0-0</p>
",150
"===",3032,"2014-10-01 23:11:13.444222+00","Changed status to reflect above decision, is this still an ITS item?",414
"===",3032,"2014-10-02 23:23:52.811701+00","<p>
Andy - for now, but ownership of stuff like this to be assessed in San Antonio</p>
",150
"===",3032,"2014-10-07 18:34:06.014666+00","Assinged to Andy for tracking completion",414
"===",3032,"2014-10-17 09:00:14.022579+00","<p>
Document _filter: svn revision 3109</p>
",150
"===",3033,"2014-10-01 23:12:04.756816+00","This item requires MnM approval adding or changing the content, changed the responsible WG.",414
"===",3033,"2014-10-02 03:04:15.148941+00","<p>
Methodology is about the process for developing artifacts, not the process for how the artifacts themselves work.  Totally in ITS's court (could theoretically involve SD as well as it involves composition, but not sure they'd care about this particular level of detail.)</p>
",105
"===",3033,"2014-12-09 19:28:55.818107+00","<p>
on call of Dec 9, Lloyd </p>
",414
"===",3033,"2014-12-09 19:31:32.124865+00","<p>
With the revised structure of bundle, there isn't a question anymore.  When you search on _tag against bundle, that searches tags on the bundle.  If you want tags on composition, you'd search on composition._tag</p>
",105
"===",3034,"2014-09-18 14:37:34.214033+00","<p>
18-Sept 2014: Add text to say that servers are required to support both GET and POST Grahame/Steve 6-0-0</p>
",150
"===",3034,"2014-10-01 23:13:43.610399+00","Changes status to reflect vote",414
"===",3034,"2014-10-07 18:34:43.952072+00","Assinged to Dale",414
"===",3034,"2014-10-15 03:55:05.394263+00","<p>
svn revision 3040</p>
",150
"===",3036,"2014-10-13 06:40:57.764074+00","<p>
change to This SHALL be populated for all search parameters not defined as part of the core FHIR specification. The uri is the uri of the profile defining the parameter followed by ""#"" followed by the structure name, then ""."" and then  the search parameter name, e.g. <a href=""http://acme.org/fhir/profiles/provider-standard@standard.qualification"">http://acme.org/fhir/profiles/provider-standard@standard.qualification</a></p>

<p>
SVN revision: 2992</p>
",150
"===",3037,"2014-10-15 03:59:09.477686+00","<p>
fixed svn revision 3041</p>
",150
"===",3038,"2014-10-15 04:03:27.014685+00","<p>
svn revision 3042</p>
",150
"===",3040,"2014-10-17 10:14:49.451445+00","<p>
Added all the feeds that contain relevant resources are going to be in the next release of the POM. Also, will generate as much as this stuff at some time in the future. svn revision 3112</p>
",150
"===",3042,"2014-05-04 04:27:34.509175+00","<p>
Published in April</p>
",105
"===",3043,"2014-10-15 04:04:23.228158+00","<p>
already made mandatory as part of a another task.</p>
",150
"===",3044,"2014-05-08 19:04:30.410469+00","<p>
Lloyd, can you provide a link to the example where you found this issue?</p>
",2263
"===",3044,"2014-05-09 01:06:52.494122+00","<p>
<a href=""http://www.hl7.org/implement/standards/fhir/observation-example.xml.html"">http://www.hl7.org/implement/standards/fhir/observation-example.xml.html</a></p>
",105
